user_id,age,gender,language,login_time,character,c_type,mode,ranking
58791,24,Male,Macedonian,1184,Reaper,Damage,Solo,1810
58792,26,Male,Indonesian,46,McCree,Tank,Mayhem,2368
58793,17,Male,Malagasy,185,Lucio,Tank,Solo,1910
58794,26,Male,Hungarian,1269,Brigitte,Damage,CTF,1708
58795,28,Male,Macedonian,930,Genji,Damage,CTF,1964
58796,17,Male,Turkish,521,Junkrat,Damage,Ranked,1591
58797,36,Female,Mongolian,223,Lucio,Damage,3VS3,1407
58798,26,Male,Serbian,316,Echo,Healer,Ranked,1371
58799,22,Female,Irish,826,Reaper,Damage,Mayhem,2637
58800,30,Male,Belarusian,989,Ana,Healer,CTF,2590
58801,25,Male,Czech,866,Pharah,Damage,Quick,1954
58802,31,Male,French,203,Doomfist,Tank,CTF,2803
58803,34,Female,Polish,231,Sigma,Healer,Quick,1876
58804,21,Male,Polish,1039,Lucio,Healer,CTF,2272
58805,24,Male,Serbian,77,Tracer,Healer,Mayhem,3186
58806,15,Male,Arabic,813,Junkrat,Damage,3VS3,1999
58807,31,Other,Yoruba,514,Roadhog,Tank,Mayhem,1859
58808,30,Female,Kuanyama,1219,Roadhog,Healer,Quick,2140
58809,24,Male,Bulgarian,274,Pharah,Healer,Ranked,2332
58810,35,Male,Italian,280,Soldier,Damage,Mayhem,1494
58811,31,Male,Chinese,1270,Pharah,Damage,3VS3,2253
58812,21,Female,Estonian,1150,Brigitte,Tank,CTF,2181
58813,25,Male,German,42,Hanzo,Damage,CTF,1654
58814,24,Female,Turkish,305,McCree,Tank,CTF,1284
58815,22,Male,Hebrew,510,Bastion,Healer,Solo,1828
58816,29,Male,Croatian,324,Widowmaker,Tank,Solo,2322
58817,27,Male,Estonian,1083,Lucio,Tank,Quick,2471
58818,25,Male,Hindi,1174,Orisa,Damage,Quick,1514
58819,31,Male,Yoruba,439,Ashe,Healer,Ranked,2001
58820,31,Male,Slovenian,1174,Mei,Tank,Mayhem,1836
58821,32,Male,Polish,96,Mei,Damage,3VS3,1438
58822,16,Male,Danish,1044,Doomfist,Tank,Quick,2012
58823,15,Male,Bulgarian,625,Zarya,Damage,Ranked,2150
58824,30,Female,Slovenian,1009,Soldier,Tank,Solo,1135
58825,26,Female,Yoruba,367,Winston,Healer,3VS3,1389
58826,24,Male,Kuanyama,1185,Zarya,Tank,Solo,1376
58827,38,Male,Korean,1120,Sombra,Healer,Ranked,1078
58828,23,Female,Greek,73,Orisa,Healer,Solo,1747
58829,18,Male,Croatian,553,Ashe,Damage,3VS3,1941
58830,22,Male,Malagasy,209,Echo,Damage,Quick,2202
58831,23,Male,Estonian,5,Reinhardt,Damage,Mayhem,2029
58832,32,Male,Finnish,452,Moira,Healer,Mayhem,1656
58833,22,Female,Finnish,1027,Genji,Healer,Mayhem,2278
58834,35,Male,Spanish,177,Sigma,Healer,Solo,2458
58835,16,Male,Russian,1254,Baptiste,Healer,CTF,1533
58836,30,Male,Swedish,730,Hanzo,Healer,3VS3,1958
58837,30,Other,French,1349,D.Va,Healer,Mayhem,1679
58838,36,Male,Kuanyama,1075,Moira,Healer,CTF,2351
58839,33,Other,Korean,675,Baptiste,Damage,CTF,2294
58840,23,Male,Bosnian,234,Winston,Healer,3VS3,2328
58841,24,Female,Belarusian,718,Mei,Healer,CTF,1293
58842,22,Male,Vietnamese,1211,Sigma,Damage,CTF,2466
58843,26,Male,Greek,24,Mercy,Tank,CTF,968
58844,29,Male,Dutch,358,Zarya,Damage,Quick,2540
58845,30,Male,Marshallese,1315,Mercy,Damage,Solo,1840
58846,20,Male,Irish,1020,Widowmaker,Tank,Ranked,2280
58847,39,Male,English,440,Bastion,Healer,Mayhem,1420
58848,27,Male,Belarusian,64,Widowmaker,Healer,3VS3,997
58849,30,Male,Chinese,30,Hanzo,Healer,CTF,2684
58850,31,Male,Lithuanian,1263,Baptiste,Healer,3VS3,1583
58851,19,Other,Croatian,393,D.Va,Tank,3VS3,1226
58852,27,Male,Polish,1178,Sigma,Healer,Mayhem,1699
58853,29,Male,Spanish,516,Sombra,Healer,Quick,1374
58854,19,Male,Marshallese,1009,Winston,Damage,Solo,1238
58855,35,Male,Greek,219,D.Va,Healer,Mayhem,1841
58856,24,Male,Italian,140,Ashe,Tank,CTF,1479
58857,28,Male,Russian,591,Junkrat,Healer,Mayhem,1961
58858,25,Male,Ganda,848,Pharah,Tank,Solo,1894
58859,21,Male,German,591,Pharah,Damage,3VS3,2056
58860,24,Female,Marshallese,296,Soldier,Damage,Solo,1957
58861,8,Male,Spanish,300,Zenyatta,Healer,Quick,1006
58862,24,Male,Spanish,633,Sombra,Healer,3VS3,1724
58863,38,Male,Afrikaans,393,Roadhog,Tank,Mayhem,1992
58864,22,Male,Macedonian,609,Soldier,Tank,Ranked,1104
58865,22,Male,Marshallese,1358,Soldier,Healer,Solo,1066
58866,21,Male,Japanese,358,Doomfist,Healer,Quick,1518
58867,30,Male,Finnish,1324,Genji,Healer,Mayhem,1755
58868,26,Male,Slovenian,5,Soldier,Damage,Solo,1219
58869,20,Female,Arabic,799,Zarya,Damage,Ranked,2496
58870,24,Male,Bosnian,1067,Pharah,Tank,Solo,1534
58871,25,Male,Japanese,64,Sombra,Tank,Mayhem,2235
58872,36,Male,Kuanyama,1390,Reaper,Tank,CTF,2338
58873,22,Male,Dutch,882,Tracer,Damage,Solo,1483
58874,27,Female,Portuguese,682,Torbjorn,Tank,3VS3,1962
58875,37,Male,Armenian,533,Widowmaker,Healer,3VS3,1486
58876,19,Male,Macedonian,990,Reaper,Damage,Mayhem,2331
58877,13,Male,Portuguese,515,Zarya,Damage,Solo,1653
58878,23,Male,Indonesian,665,Sigma,Damage,Ranked,1939
58879,22,Female,German,222,Bastion,Tank,Ranked,2353
58880,29,Male,Hebrew,719,Sigma,Tank,CTF,1779
58881,19,Male,Dutch,1124,Hanzo,Healer,Ranked,1679
58882,30,Other,Ganda,802,Torbjorn,Tank,CTF,1399
58883,40,Other,Spanish,125,Widowmaker,Healer,Quick,1585
58884,20,Male,Hungarian,832,Hanzo,Damage,CTF,865
58885,31,Female,Indonesian,195,Lucio,Damage,Ranked,1053
58886,31,Male,Thai,108,Ashe,Damage,Solo,2146
58887,24,Female,Japanese,739,Sombra,Healer,Solo,2068
58888,32,Male,Portuguese,147,Winston,Healer,3VS3,2381
58889,37,Female,Thai,1318,Doomfist,Healer,Solo,1902
58890,31,Male,Russian,1391,Reaper,Tank,Solo,1765
58891,6,Female,English,297,Mercy,Healer,CTF,1051
58892,17,Male,Armenian,1408,Winston,Healer,Mayhem,2188
58893,30,Male,Hindi,839,Mercy,Damage,Solo,1877
58894,24,Female,Slovenian,1200,Winston,Tank,Solo,1570
58895,15,Male,Hindi,1217,Roadhog,Damage,Quick,1457
58896,27,Other,Malagasy,1158,Winston,Damage,Solo,1175
58897,28,Other,Mongolian,455,Genji,Healer,3VS3,1252
58898,28,Male,Hungarian,153,Hanzo,Tank,Ranked,1759
58899,16,Female,Serbian,488,Junkrat,Tank,CTF,1358
58900,30,Male,Kuanyama,933,Reaper,Healer,3VS3,873
58901,24,Male,Icelandic,294,Torbjorn,Damage,Ranked,1395
58902,22,Male,Turkish,1400,Sigma,Tank,CTF,1872
58903,17,Male,Latvian,865,Ana,Healer,Solo,1378
58904,23,Male,Hindi,451,Junkrat,Healer,Ranked,1687
58905,29,Male,Dutch,1431,Soldier,Healer,CTF,1409
58906,27,Male,Indonesian,1091,Hanzo,Tank,Solo,1308
58907,27,Male,French,267,Roadhog,Damage,CTF,788
58908,33,Male,Latvian,1107,Moira,Tank,Solo,2047
58909,24,Male,Greek,159,Pharah,Healer,Mayhem,2139
58910,36,Male,Indonesian,605,Roadhog,Tank,CTF,1545
58911,25,Male,Chinese,400,Torbjorn,Healer,CTF,1894
58912,27,Male,Greek,1174,McCree,Damage,Quick,1694
58913,25,Male,Macedonian,346,Mercy,Tank,3VS3,2071
58914,20,Male,Malagasy,10,Doomfist,Damage,Quick,1509
58915,18,Male,Russian,402,Lucio,Healer,3VS3,1588
58916,25,Male,Yoruba,1365,Sombra,Healer,Mayhem,2226
58917,31,Female,Ganda,70,Baptiste,Tank,CTF,1523
58918,26,Female,Marshallese,1308,Sombra,Damage,Mayhem,1774
58919,25,Male,Bulgarian,140,Reinhardt,Healer,Mayhem,1700
58920,37,Male,Russian,550,Lucio,Tank,Ranked,1960
58921,30,Female,Hindi,171,Roadhog,Healer,CTF,1664
58922,20,Male,Bosnian,227,Genji,Tank,3VS3,1827
58923,23,Male,Danish,811,Reinhardt,Tank,3VS3,2078
58924,43,Male,Serbian,1029,Tracer,Damage,3VS3,1519
58925,27,Male,Russian,139,Zenyatta,Damage,Quick,1135
58926,23,Male,Bosnian,708,D.Va,Tank,Solo,1801
58927,30,Female,Yoruba,1405,Symmetra,Healer,3VS3,2293
58928,29,Male,Serbian,287,Doomfist,Tank,CTF,1917
58929,30,Male,Romanian,314,Hanzo,Damage,Solo,1592
58930,25,Female,Czech,340,Pharah,Tank,Solo,1290
58931,35,Female,Estonian,1414,Genji,Damage,Mayhem,2105
58932,25,Female,Danish,131,Winston,Damage,Mayhem,868
58933,16,Female,Ukrainian,1357,Soldier,Healer,Mayhem,1879
58934,15,Other,Marshallese,816,Mei,Healer,Quick,1696
58935,29,Female,Ukrainian,759,Ana,Healer,CTF,1516
58936,29,Other,Latvian,532,Mercy,Damage,Mayhem,1327
58937,26,Male,Maltese,156,Reinhardt,Tank,Quick,2028
58938,24,Male,Japanese,1158,Sombra,Damage,Ranked,1755
58939,30,Male,English,25,Baptiste,Tank,Quick,1397
58940,26,Male,Belarusian,1102,D.Va,Damage,CTF,1481
58941,33,Male,Armenian,581,D.Va,Healer,Solo,1102
58942,22,Other,Ganda,361,Mercy,Damage,CTF,968
58943,24,Male,Irish,970,Reinhardt,Tank,CTF,1893
58944,20,Other,Finnish,1256,Zarya,Damage,Solo,2648
58945,27,Female,Romanian,391,Roadhog,Healer,Solo,2006
58946,24,Male,Mongolian,220,Lucio,Damage,CTF,1787
58947,25,Male,Hindi,745,Widowmaker,Healer,Solo,1178
58948,24,Male,Maltese,1186,Zarya,Damage,CTF,2370
58949,25,Male,Greek,392,McCree,Damage,Mayhem,1053
58950,31,Male,Icelandic,1382,Wrecking,Damage,3VS3,1641
58951,26,Male,Belarusian,283,Torbjorn,Tank,Mayhem,2255
58952,27,Male,Belarusian,182,Soldier,Damage,CTF,1686
58953,32,Male,Norwegian,735,Tracer,Healer,Ranked,1316
58954,27,Female,Romanian,94,Ashe,Damage,3VS3,2142
58955,22,Male,French,93,Genji,Damage,Solo,2024
58956,30,Female,Arabic,1146,Lucio,Healer,CTF,2281
58957,15,Male,Irish,508,Sigma,Damage,Solo,1789
58958,25,Male,Turkish,1420,D.Va,Damage,Mayhem,1180
58959,25,Male,Afrikaans,214,Sombra,Damage,Quick,2007
58960,27,Male,Macedonian,962,Wrecking,Damage,Solo,1330
58961,21,Male,Swedish,788,Junkrat,Tank,Solo,2021
58962,25,Female,Hebrew,1242,Bastion,Damage,Mayhem,1952
58963,26,Other,Norwegian,1325,Moira,Damage,Ranked,1778
58964,24,Male,English,660,Winston,Damage,3VS3,2040
58965,23,Male,Irish,943,Zenyatta,Tank,CTF,2202
58966,24,Male,Irish,379,Sigma,Damage,Quick,887
58967,28,Male,Bosnian,1197,Reinhardt,Healer,3VS3,1211
58968,21,Male,Polish,715,Torbjorn,Healer,Quick,1746
58969,31,Male,Macedonian,692,Pharah,Tank,CTF,1557
58970,19,Other,Indonesian,1336,Baptiste,Healer,CTF,2081
58971,30,Male,Estonian,588,Symmetra,Healer,Solo,1673
58972,35,Male,Indonesian,11,McCree,Tank,Ranked,2093
58973,26,Female,Romanian,436,Zenyatta,Tank,Mayhem,1327
58974,30,Female,Afrikaans,320,Junkrat,Tank,Mayhem,1615
58975,26,Male,Czech,1,Zenyatta,Damage,Solo,2171
58976,36,Male,Romanian,763,Orisa,Damage,Quick,1541
58977,34,Female,Bosnian,446,Lucio,Healer,3VS3,1854
58978,38,Male,Afrikaans,410,Sigma,Tank,Quick,1188
58979,25,Female,Latvian,1221,Genji,Tank,3VS3,1275
58980,27,Female,Yoruba,1331,Zenyatta,Damage,Mayhem,497
58981,26,Male,Greek,1043,Roadhog,Healer,Solo,1385
58982,39,Male,Hindi,483,Reaper,Tank,Ranked,1038
58983,19,Male,Lithuanian,1110,Ashe,Tank,CTF,2407
58984,21,Male,English,601,Lucio,Healer,Solo,2097
58985,25,Male,Bulgarian,271,Wrecking,Damage,3VS3,1796
58986,22,Male,Armenian,1215,Bastion,Damage,Quick,1389
58987,22,Male,Serbian,237,D.Va,Tank,Mayhem,735
58988,20,Male,Japanese,1415,Baptiste,Tank,Quick,1727
58989,33,Male,Turkish,148,Mei,Healer,CTF,2029
58990,30,Male,Portuguese,205,Hanzo,Healer,Solo,2072
58991,21,Male,Italian,457,Mercy,Tank,3VS3,1193
58992,18,Male,Maltese,411,Tracer,Damage,3VS3,1524
58993,32,Male,Hindi,1171,Soldier,Tank,Quick,1601
58994,33,Male,Swedish,62,Junkrat,Tank,3VS3,2779
58995,32,Male,Hebrew,1240,Soldier,Damage,Ranked,2347
58996,39,Male,Italian,251,Baptiste,Damage,Quick,2319
58997,34,Other,Yoruba,1232,Symmetra,Tank,Ranked,1943
58998,23,Male,Hindi,686,Ashe,Damage,Mayhem,1800
58999,20,Male,English,88,Brigitte,Healer,Solo,1722
59000,28,Male,Greek,438,Mei,Tank,Quick,1776
59001,26,Male,Malagasy,140,Echo,Damage,Ranked,2153
59002,23,Male,Maltese,1356,Orisa,Healer,Quick,1235
59003,30,Male,Maltese,1074,Genji,Tank,Ranked,1786
59004,38,Male,Hungarian,890,Baptiste,Healer,Solo,2182
59005,38,Male,Irish,573,Pharah,Damage,3VS3,659
59006,25,Female,Lithuanian,835,Zarya,Damage,CTF,1629
59007,33,Female,Russian,547,Mercy,Healer,Mayhem,1024
59008,21,Female,Catalan,525,Symmetra,Tank,Mayhem,1820
59009,27,Male,Czech,1364,Zenyatta,Damage,3VS3,2053
59010,29,Male,Macedonian,1362,Bastion,Tank,Mayhem,1196
59011,35,Male,Yoruba,1047,Wrecking,Healer,3VS3,982
59012,21,Male,Malagasy,759,Zarya,Damage,Mayhem,2701
59013,15,Male,Hungarian,78,Soldier,Damage,Solo,2115
59014,17,Male,Albanian,863,Zenyatta,Healer,Solo,1879
59015,25,Female,Estonian,259,Winston,Damage,Solo,1335
59016,20,Female,Russian,751,Doomfist,Tank,Mayhem,1209
59017,28,Male,Italian,1394,Tracer,Damage,Mayhem,2166
59018,25,Male,Polish,218,Ashe,Healer,Quick,1580
59019,22,Male,Hebrew,96,Lucio,Damage,3VS3,2270
59020,28,Other,Armenian,507,Moira,Tank,Solo,1468
59021,23,Male,Thai,956,Symmetra,Healer,Ranked,2141
59022,19,Male,Arabic,202,Winston,Tank,Ranked,1650
59023,27,Male,Ukrainian,899,Echo,Tank,Ranked,1045
59024,23,Female,Turkish,140,Brigitte,Tank,3VS3,1264
59025,31,Male,Belarusian,41,Symmetra,Healer,Mayhem,1101
59026,21,Male,Ukrainian,467,Doomfist,Healer,Solo,1897
59027,28,Male,Ganda,151,Zarya,Damage,Mayhem,2425
59028,31,Male,Yoruba,347,Baptiste,Damage,Mayhem,1738
59029,20,Female,Hebrew,1192,Widowmaker,Tank,Solo,2290
59030,34,Male,Albanian,862,Baptiste,Tank,Ranked,2662
59031,17,Female,Romanian,406,Moira,Damage,3VS3,1661
59032,30,Male,Kuanyama,142,Sigma,Damage,3VS3,2037
59033,19,Male,Slovenian,1013,Widowmaker,Damage,Quick,1980
59034,29,Male,Macedonian,475,Mei,Tank,Mayhem,2207
59035,30,Male,Icelandic,752,Echo,Damage,3VS3,2047
59036,25,Male,Catalan,1289,Zenyatta,Tank,Mayhem,821
59037,36,Female,English,1264,Sombra,Damage,CTF,1881
59038,21,Male,Norwegian,336,Zenyatta,Healer,Quick,1442
59039,29,Male,Bulgarian,1056,Lucio,Tank,CTF,2269
59040,23,Male,English,960,Soldier,Healer,Ranked,2077
59041,30,Male,German,321,Lucio,Damage,Solo,1579
59042,26,Male,German,130,Orisa,Healer,CTF,1675
59043,21,Male,Greek,1112,Mei,Healer,Quick,1692
59044,23,Female,Yoruba,1419,Echo,Healer,Ranked,2120
59045,40,Male,Italian,685,Mei,Damage,Mayhem,919
59046,20,Male,Spanish,896,Soldier,Damage,Ranked,2041
59047,33,Male,Hungarian,1248,Pharah,Healer,Quick,2295
59048,28,Male,Irish,912,Zarya,Healer,Ranked,1136
59049,28,Male,Greek,394,Zenyatta,Tank,CTF,2031
59050,23,Female,Polish,1071,Widowmaker,Damage,CTF,1305
59051,29,Male,Polish,677,Ana,Tank,Quick,1706
59052,21,Male,Latvian,1338,Torbjorn,Healer,CTF,1488
59053,19,Female,Portuguese,1368,Pharah,Damage,Mayhem,2249
59054,38,Male,Turkish,847,Zarya,Tank,Solo,2013
59055,27,Female,Macedonian,1048,Soldier,Tank,Solo,2252
59056,23,Male,Romanian,1132,Sigma,Tank,Mayhem,2026
59057,25,Male,Bulgarian,753,Torbjorn,Tank,CTF,1996
59058,32,Other,Portuguese,156,Lucio,Tank,3VS3,1888
59059,31,Male,Greek,509,Bastion,Damage,Mayhem,2278
59060,30,Other,Albanian,208,Reaper,Healer,Mayhem,2739
59061,19,Male,Swedish,1278,Pharah,Healer,3VS3,1593
59062,27,Female,Belarusian,725,Pharah,Healer,3VS3,2315
59063,21,Male,Vietnamese,1335,Widowmaker,Tank,CTF,1775
59064,31,Female,Lithuanian,1093,Soldier,Healer,Solo,799
59065,33,Male,Hungarian,1106,Lucio,Damage,Quick,2547
59066,21,Other,Afrikaans,1131,Torbjorn,Damage,CTF,846
59067,21,Male,Finnish,915,Sigma,Damage,CTF,1235
59068,22,Male,Serbian,573,Bastion,Healer,Mayhem,2063
59069,27,Male,Romanian,772,Brigitte,Tank,Ranked,2423
59070,17,Other,Lithuanian,557,Symmetra,Healer,Quick,2292
59071,28,Female,Hungarian,736,Roadhog,Tank,3VS3,2175
59072,29,Female,Czech,109,Sombra,Tank,Solo,1827
59073,31,Female,German,955,Pharah,Damage,Ranked,2169
59074,34,Male,Finnish,51,Moira,Damage,Ranked,2225
59075,25,Male,Czech,1326,Reaper,Damage,CTF,1853
59076,24,Male,Vietnamese,263,Genji,Tank,CTF,1662
59077,22,Male,Marshallese,1018,Moira,Tank,Mayhem,1865
59078,30,Male,Marshallese,345,Ashe,Healer,Ranked,1979
59079,36,Male,Kuanyama,1176,Reaper,Damage,Mayhem,1987
59080,20,Female,Croatian,1253,Genji,Damage,3VS3,1670
59081,26,Male,Spanish,247,Winston,Damage,Quick,1174
59082,28,Male,Mongolian,1285,Mei,Healer,3VS3,2018
59083,17,Female,Mongolian,452,Torbjorn,Tank,Solo,2180
59084,32,Male,French,949,D.Va,Tank,Ranked,1871
59085,31,Female,Arabic,262,Hanzo,Damage,CTF,1601
59086,33,Male,Finnish,1242,Bastion,Damage,3VS3,1523
59087,22,Male,Ukrainian,1155,Zarya,Damage,CTF,1684
59088,27,Male,Ukrainian,785,Moira,Tank,Ranked,2209
59089,31,Female,English,1286,Mercy,Tank,CTF,1539
59090,18,Male,Chinese,1256,Baptiste,Damage,Ranked,1445
59091,24,Male,Mongolian,904,Winston,Tank,3VS3,1586
59092,34,Male,Dutch,750,Wrecking,Tank,CTF,1406
59093,35,Male,Kuanyama,592,D.Va,Healer,Ranked,1763
59094,25,Female,Hebrew,232,Ashe,Damage,Mayhem,1557
59095,31,Male,Maltese,270,Orisa,Tank,Quick,1585
59096,22,Male,Serbian,25,Torbjorn,Damage,Quick,979
59097,26,Male,Bosnian,500,Moira,Damage,Quick,1644
59098,30,Female,Portuguese,870,Sombra,Healer,Mayhem,1332
59099,27,Other,Bosnian,305,Brigitte,Tank,Quick,2943
59100,28,Male,Hebrew,1139,McCree,Tank,Mayhem,1682
59101,23,Female,Serbian,477,Doomfist,Tank,Solo,1566
59102,21,Male,Malagasy,32,Roadhog,Tank,Mayhem,2093
59103,28,Male,Czech,498,Widowmaker,Healer,Ranked,1305
59104,19,Female,Ganda,194,Roadhog,Damage,Quick,888
59105,42,Other,Yoruba,1353,McCree,Healer,CTF,2743
59106,29,Female,Catalan,1253,Soldier,Healer,Solo,2522
59107,14,Male,Russian,175,Sombra,Healer,Solo,1959
59108,31,Male,Arabic,482,Sombra,Damage,CTF,1753
59109,36,Male,Vietnamese,1311,Mei,Damage,Ranked,1684
59110,25,Male,Latvian,1242,Mercy,Healer,3VS3,1606
59111,28,Male,Bosnian,1197,Pharah,Damage,Ranked,1687
59112,23,Male,Belarusian,1050,Hanzo,Tank,3VS3,1307
59113,31,Male,Bosnian,283,Winston,Healer,Solo,1871
59114,28,Female,Hebrew,498,Hanzo,Tank,CTF,1860
59115,30,Male,Slovenian,1321,Bastion,Tank,Quick,1422
59116,19,Female,Korean,523,Junkrat,Tank,3VS3,1351
59117,32,Male,Thai,1289,D.Va,Damage,Ranked,1693
59118,21,Male,Marshallese,963,Baptiste,Damage,CTF,2110
59119,25,Female,Albanian,909,Hanzo,Tank,Mayhem,1729
59120,23,Male,Bosnian,1363,Reinhardt,Healer,Solo,1981
59121,24,Male,Chinese,498,Soldier,Healer,Mayhem,1760
59122,38,Male,Ganda,18,Reinhardt,Damage,CTF,2082
59123,29,Male,Indonesian,624,Sombra,Damage,Quick,1488
59124,30,Female,Belarusian,166,Widowmaker,Healer,Ranked,2022
59125,30,Male,Spanish,137,Junkrat,Healer,Mayhem,2266
59126,31,Male,Yoruba,735,Bastion,Healer,CTF,714
59127,24,Female,Spanish,62,Ana,Healer,3VS3,952
59128,29,Male,Armenian,348,Roadhog,Tank,Quick,1891
59129,25,Female,Bulgarian,586,Pharah,Damage,CTF,1803
59130,32,Female,Portuguese,1045,Mercy,Damage,Solo,1745
59131,23,Female,Danish,742,Moira,Damage,Quick,2038
59132,30,Female,Latvian,1057,D.Va,Damage,Quick,1833
59133,26,Male,Serbian,245,Brigitte,Tank,CTF,1437
59134,19,Other,Mongolian,1369,Bastion,Tank,3VS3,1873
59135,9,Other,Greek,730,D.Va,Damage,CTF,1301
59136,22,Male,Spanish,1428,Echo,Tank,Mayhem,1882
59137,27,Male,Greek,282,Baptiste,Healer,Ranked,1238
59138,26,Other,Albanian,758,Zenyatta,Healer,Ranked,1187
59139,21,Female,Croatian,771,Zenyatta,Damage,Mayhem,1906
59140,21,Male,Dutch,383,McCree,Healer,Ranked,1899
59141,21,Male,Finnish,833,Symmetra,Healer,Solo,1552
59142,33,Other,Romanian,1145,McCree,Damage,Mayhem,1062
59143,18,Male,Afrikaans,1048,Symmetra,Tank,Quick,2141
59144,30,Male,Albanian,1257,Sombra,Healer,Mayhem,1748
59145,24,Male,Maltese,495,Bastion,Damage,Quick,1818
59146,28,Male,Norwegian,1342,Roadhog,Healer,Ranked,1349
59147,28,Male,Czech,400,Ana,Damage,CTF,1671
59148,23,Male,Mongolian,818,Ana,Damage,Ranked,2931
59149,32,Male,Spanish,1168,Lucio,Healer,Solo,1879
59150,36,Female,Hungarian,574,Genji,Damage,CTF,411
59151,21,Male,Marshallese,292,Echo,Healer,Solo,1805
59152,38,Male,Korean,766,Reinhardt,Damage,Quick,1137
59153,23,Female,Bulgarian,330,Brigitte,Healer,3VS3,1996
59154,30,Male,Irish,795,Sigma,Tank,Solo,2357
59155,28,Male,Greek,732,Mercy,Healer,Solo,1210
59156,37,Male,German,137,Brigitte,Damage,Quick,1365
59157,30,Female,Hindi,753,Widowmaker,Damage,CTF,2245
59158,34,Other,Latvian,41,Sigma,Healer,3VS3,1392
59159,26,Male,Belarusian,1296,Zarya,Tank,Quick,1570
59160,20,Male,Dutch,1192,Baptiste,Damage,3VS3,2456
59161,21,Female,Armenian,443,Ashe,Healer,3VS3,1534
59162,32,Male,Italian,676,Widowmaker,Healer,Solo,2056
59163,35,Male,Latvian,378,Bastion,Tank,Mayhem,1088
59164,22,Male,Malagasy,858,Hanzo,Damage,Ranked,2268
59165,18,Male,Thai,1178,Winston,Tank,Ranked,1904
59166,32,Male,Japanese,496,Genji,Damage,Solo,2672
59167,30,Male,Japanese,635,Zarya,Damage,Quick,1319
59168,30,Male,Serbian,398,Echo,Healer,Ranked,809
59169,20,Other,Arabic,1077,Torbjorn,Damage,Ranked,2048
59170,31,Other,Swedish,194,Orisa,Healer,CTF,1567
59171,26,Male,Russian,455,Baptiste,Healer,Quick,1781
59172,26,Female,Finnish,974,Junkrat,Tank,CTF,1435
59173,19,Male,Mongolian,1296,Torbjorn,Tank,CTF,1369
59174,21,Male,Albanian,816,Doomfist,Tank,Quick,1259
59175,31,Male,Italian,1214,Hanzo,Damage,Ranked,1091
59176,37,Male,Bulgarian,1002,Orisa,Tank,Solo,552
59177,18,Male,Bulgarian,1117,Sombra,Healer,Mayhem,1344
59178,28,Male,Hungarian,1438,Baptiste,Healer,Solo,1085
59179,31,Male,Belarusian,1343,Brigitte,Healer,3VS3,2541
59180,20,Male,Korean,12,Orisa,Tank,Ranked,1742
59181,25,Male,Thai,1253,Baptiste,Tank,Ranked,2238
59182,26,Male,Thai,383,D.Va,Damage,Mayhem,1703
59183,29,Male,French,1240,Orisa,Healer,Ranked,1677
59184,19,Male,Bulgarian,861,Ashe,Damage,Quick,2238
59185,30,Male,Yoruba,397,Junkrat,Healer,CTF,2537
59186,26,Male,Macedonian,1204,Ana,Tank,3VS3,2076
59187,26,Male,Ganda,542,Zenyatta,Healer,CTF,2077
59188,31,Male,Ukrainian,17,Mei,Healer,Solo,1275
59189,31,Female,Kuanyama,360,Soldier,Tank,3VS3,1843
59190,30,Female,Mongolian,62,Zenyatta,Tank,Quick,1582
59191,26,Male,Belarusian,649,Junkrat,Healer,Quick,2473
59192,25,Male,Irish,11,McCree,Healer,Solo,1774
59193,21,Male,Polish,1083,Doomfist,Damage,3VS3,1228
59194,24,Male,Mongolian,913,Symmetra,Damage,Quick,2073
59195,29,Male,Slovenian,250,Pharah,Damage,Quick,1262
59196,28,Male,Ukrainian,369,Brigitte,Damage,Solo,1913
59197,34,Other,Thai,1224,Zenyatta,Healer,Solo,2665
59198,27,Female,Arabic,910,Baptiste,Damage,CTF,1332
59199,26,Male,Slovenian,535,Reaper,Healer,Mayhem,1591
59200,31,Female,Spanish,1006,Pharah,Healer,Solo,1744
59201,32,Female,Russian,757,Bastion,Damage,Ranked,1357
59202,22,Male,Korean,807,Tracer,Healer,3VS3,1692
59203,29,Male,Mongolian,667,Hanzo,Healer,Ranked,1660
59204,25,Male,Italian,482,Sombra,Damage,Mayhem,1310
59205,17,Male,Macedonian,1256,Orisa,Healer,3VS3,1374
59206,24,Male,French,769,Orisa,Tank,Quick,1637
59207,24,Female,Turkish,20,Widowmaker,Damage,CTF,2603
59208,30,Other,Kuanyama,1340,Soldier,Healer,CTF,1170
59209,26,Other,French,996,Junkrat,Healer,3VS3,2925
59210,27,Male,Slovenian,1138,Ana,Damage,3VS3,1066
59211,23,Male,Thai,666,Baptiste,Healer,Quick,2165
59212,23,Female,Bulgarian,65,Reinhardt,Healer,Quick,1535
59213,29,Male,Armenian,315,McCree,Healer,3VS3,1681
59214,29,Other,Belarusian,323,McCree,Tank,Mayhem,1577
59215,23,Male,Belarusian,969,D.Va,Damage,CTF,1887
59216,30,Other,English,872,Zenyatta,Healer,Quick,1410
59217,24,Female,Japanese,107,Baptiste,Tank,Quick,1865
59218,30,Male,Icelandic,158,Pharah,Damage,Mayhem,1875
59219,32,Male,Estonian,507,Reaper,Healer,Solo,1374
59220,29,Other,Kuanyama,135,Baptiste,Tank,Solo,2224
59221,27,Female,Latvian,528,Baptiste,Damage,Mayhem,1988
